SCHOOL_ID,ORGANISATION_NAME,CLASS,SUBJECT,SKILL_NAME,ROUND_ID,YEAR,SCHOOL_ACCURACY,NATIONAL_ACCURACY
2449,"Delhi Public School, Mathura Road",8,English,Infers using contextual clues and prior knowledge,50,2025,53.1524941349,47.16368182337015
2449,"Delhi Public School, Mathura Road",8,English,"Identifies synonyms, antonyms and other words",50,2025,47.7168099707,44.919302428145116
2449,"Delhi Public School, Mathura Road",8,English,Knows punctuation and sentence formation,50,2025,40.5058668622,45.49274779472903
2449,"Delhi Public School, Mathura Road",8,Maths,"Fractions, decimals, ratios and percentages: applications",50,2025,42.235295,43.49246008447583
2449,"Delhi Public School, Mathura Road",8,Maths,Algebra: concepts and applications,50,2025,44.647075,42.89172792043615
2449,"Delhi Public School, Mathura Road",8,Maths,"Integers and rational numbers, powers and bases",50,2025,28.2941070588,42.474545612384055
2449,"Delhi Public School, Mathura Road",8,Maths,"Data interpretation/analysis: concept of averages, graph reading, etc.",50,2025,50.1960847059,42.71007955756743
2449,"Delhi Public School, Mathura Road",8,Maths,Applications in daily life: word/visual problems,50,2025,37.3529335294,41.55454002931388
2449,"Delhi Public School, Mathura Road",8,Maths,"Number sense, related competency and computation skills",50,2025,38.5294117647,38.772168352074026
2449,"Delhi Public School, Mathura Road",8,Maths,Mensuration: area and perimeter; volume,50,2025,32.8823541176,36.47058533121149
2449,"Delhi Public School, Mathura Road",8,Maths,Geometry: concepts and applications,50,2025,42.5735194118,40.33998801110653
2449,"Delhi Public School, Mathura Road",8,Maths,Problem solving: advanced or challenging problems,50,2025,36.9999979412,37.84951486612606
2449,"Delhi Public School, Mathura Road",8,Science,Advanced or complex data representation or interpretation,50,2025,23.6029391176,41.44566914027393
2449,"Delhi Public School, Mathura Road",8,Science,"Extraction, translation and application of knowledge or information",50,2025,44.3627594118,40.17980490806282
2449,"Delhi Public School, Mathura Road",8,Science,Recollection or recognition of science facts and concepts,50,2025,28.4117702941,40.01379295723117
2449,"Delhi Public School, Mathura Road",8,Science,Analysis of information to identify trends or properties,50,2025,43.1176394118,41.260296950803564
2449,"Delhi Public School, Mathura Road",8,Science,Hypothesis formulation; design of apparatus or experiment,50,2025,36.3235267647,40.531267471571375
2449,"Delhi Public School, Mathura Road",8,Science,"Knowledge of use of scientific instruments, tools and procedures",50,2025,43.0882276471,43.74096626901797
2449,"Delhi Public School, Mathura Road",8,Science,"Representing, relating or explaining scientific processes or observed phenomena",50,2025,35.9999964706,44.9821509291927
2449,"Delhi Public School, Mathura Road",8,Science,"Definition or description of scientific terms, organisms or materials",50,2025,58.7254923529,42.895205061743404
2449,"Delhi Public School, Mathura Road",8,Science,Integrating different concepts or information for decision making,50,2025,27.9411723529,38.775740265672745
2449,"Delhi Public School, Mathura Road",8,Science,Classification/comparison of organisms/processes; giving examples,50,2025,38.235295,43.36607882929972
19028,"Delhi Public School, R.K. Puram",5,English,Analyses and infers hidden ideas,50,2025,60.6372194245,50.515680477742066
19028,"Delhi Public School, R.K. Puram",5,English,"Identifies synonyms, antonyms and other words",50,2025,51.2709827338,49.13746109564056
19028,"Delhi Public School, R.K. Puram",5,English,Knows punctuation and sentence formation,50,2025,36.031159952,50.8276078912701
19028,"Delhi Public School, R.K. Puram",5,English,Understands organisation and context of the passage,50,2025,68.7650002398,47.94090663777769
19028,"Delhi Public School, R.K. Puram",5,English,Understands the usage of grammar concepts,50,2025,50.2398191847,48.2731309835515
19028,"Delhi Public School, R.K. Puram",5,English,Identifies and recalls direct facts in the passage,50,2025,48.8409482014,50.44107411830269
19028,"Delhi Public School, R.K. Puram",5,English,Identifies the main idea and purpose of the passage,50,2025,56.6426870504,47.12446919457881
19028,"Delhi Public School, R.K. Puram",5,English,Deduces word meanings from contextual clues,50,2025,53.177459952,50.49663679274824
19028,"Delhi Public School, R.K. Puram",5,English,Interprets the lines of a poem,50,2025,51.9584393285,50.769640514966454
19028,"Delhi Public School, R.K. Puram",5,English,Knows correct spellings and phonics in words,50,2025,58.1135115108,47.817798633124475
19028,"Delhi Public School, R.K. Puram",5,Maths,Basic shapes and geometry,50,2025,45.7074258993,50.26588451898463
19028,"Delhi Public School, R.K. Puram",5,Maths,Problem solving: advanced or challenging problems,50,2025,49.736222542,42.376897045434475
19028,"Delhi Public School, R.K. Puram",5,Maths,Measurement and data interpretation,50,2025,59.5204009592,48.61780920285198
19028,"Delhi Public School, R.K. Puram",5,Maths,"Number sense, related concepts and basic number competency",50,2025,47.3861002398,46.2582219640555
19028,"Delhi Public School, R.K. Puram",5,Maths,Applications in daily life: word/visual problems,50,2025,47.7697868106,44.94580012453758
19028,"Delhi Public School, R.K. Puram",5,Maths,"Arithmetic operations: four basic operations, properties",50,2025,44.6043302158,47.231936978050335
19028,"Delhi Public School, R.K. Puram",5,Maths,"Applications in daily life: money, time, calendar, length etc.",50,2025,44.0447623501,45.715213064128775
19028,"Delhi Public School, R.K. Puram",5,Maths,Fractions: concepts and applications,50,2025,52.2182405276,40.397873702712374
19028,"Delhi Public School, R.K. Puram",5,Science,Hypothesis formulation or prediction of outcome,50,2025,59.0579722222,44.054559510796295
19028,"Delhi Public School, R.K. Puram",5,Science,"Knowledge of use of scientific instruments, tools and procedures",50,2025,48.8727913043,50.86450648928877
19028,"Delhi Public School, R.K. Puram",5,Science,Classification/comparison of organisms/processes; giving examples,50,2025,39.0821328502,52.527582067896816
19028,"Delhi Public School, R.K. Puram",5,Science,"Representing, relating or explaining scientific processes or observed phenomena",50,2025,25.5233669082,45.82050536665165
19028,"Delhi Public School, R.K. Puram",5,Science,Analysis of information to identify trends or properties,50,2025,56.9565454106,48.881176284332916
19028,"Delhi Public School, R.K. Puram",5,Science,Recollection or recognition of science facts and concepts,50,2025,64.2109649758,53.31942634574782
19028,"Delhi Public School, R.K. Puram",5,Science,"Extraction, translation and application of knowledge or information",50,2025,35.5877618357,49.67132651867187
19028,"Delhi Public School, R.K. Puram",5,Science,"Definition or description of scientific terms, organisms or materials",50,2025,53.3816405797,54.376873647778424
19028,"Delhi Public School, R.K. Puram",5,Science,Integrating different concepts or information for decision making,50,2025,47.1819681159,44.02753105981855
19028,"Delhi Public School, R.K. Puram",6,English,Identifies the main idea and purpose of the passage,50,2025,56.1970983834,45.91075694820505
19028,"Delhi Public School, R.K. Puram",6,English,Identifies and recalls direct facts in the passage,50,2025,55.4932385681,50.67348722609017
19028,"Delhi Public School, R.K. Puram",6,English,"Identifies synonyms, antonyms and other words",50,2025,51.7705926097,47.748206665169384
19028,"Delhi Public School, R.K. Puram",6,English,Infers using contextual clues and prior knowledge,50,2025,48.4411094688,45.79537078139259
19028,"Delhi Public School, R.K. Puram",6,English,Understands organisation and context of the passage,50,2025,46.4665106236,46.83617063000594
19028,"Delhi Public School, R.K. Puram",6,English,Interprets the lines of a poem,50,2025,63.2794471132,48.52570756697335
19028,"Delhi Public School, R.K. Puram",6,English,Analyses characters and situations,50,2025,52.0554297921,48.14941745386299
19028,"Delhi Public School, R.K. Puram",6,English,Knows correct spellings and phonics in words,50,2025,38.0600459584,45.4498821877189
19028,"Delhi Public School, R.K. Puram",6,English,Understands the usage of grammar concepts,50,2025,43.264043418,46.28066377188061
19028,"Delhi Public School, R.K. Puram",6,English,Deduces word meanings from contextual clues,50,2025,59.5073258661,48.95840738075329
19028,"Delhi Public School, R.K. Puram",6,English,Knows punctuation and sentence formation,50,2025,38.5937856813,43.98392245911137
19028,"Delhi Public School, R.K. Puram",6,English,"Understands idioms, proverbs and figures of speech",50,2025,61.7782900693,45.38142716949658
19028,"Delhi Public School, R.K. Puram",6,Maths,Pre-algebra and algebra skills,50,2025,57.3394534404,49.20646785331644
19028,"Delhi Public School, R.K. Puram",6,Maths,Applications in daily life: word/visual problems,50,2025,38.5321050459,42.72118927670646
19028,"Delhi Public School, R.K. Puram",6,Maths,Factors and multiples,50,2025,30.3516777523,43.11278180892905
19028,"Delhi Public School, R.K. Puram",6,Maths,"Fractions and decimals: concepts, use and conversions",50,2025,34.8165142202,38.623779369207035
19028,"Delhi Public School, R.K. Puram",6,Maths,Measurement and data interpretation,50,2025,41.2844004587,48.053922715246514
19028,"Delhi Public School, R.K. Puram",6,Maths,Problem solving: advanced or challenging problems,50,2025,25.1835034404,36.386912170019606
19028,"Delhi Public School, R.K. Puram",6,Maths,"Number sense, related concepts and basic number competency",50,2025,39.525978211,45.12510815222006
19028,"Delhi Public School, R.K. Puram",6,Maths,Geometry: concepts and applications,50,2025,52.6758422018,47.30405875568669
19028,"Delhi Public School, R.K. Puram",6,Maths,"Arithmetic operations: four basic operations, properties",50,2025,39.1284291284,45.11294204518107
19028,"Delhi Public School, R.K. Puram",6,Maths,Area and perimeter: concepts and computations,50,2025,32.1100949541,40.152113969628786
19028,"Delhi Public School, R.K. Puram",6,Science,"Knowledge of use of scientific instruments, tools and procedures",50,2025,43.6921206019,49.90553035537656
19028,"Delhi Public School, R.K. Puram",6,Science,Classification/comparison of organisms/processes; giving examples,50,2025,50.8333550926,46.5920272390981
19028,"Delhi Public School, R.K. Puram",6,Science,"Representing, relating or explaining scientific processes or observed phenomena",50,2025,45.8719097222,43.38209515399634
19028,"Delhi Public School, R.K. Puram",6,Science,"Extraction, translation and application of knowledge or information",50,2025,43.8271581019,47.05628963091557
19028,"Delhi Public School, R.K. Puram",6,Science,Hypothesis formulation; design of apparatus or experiment,50,2025,49.2284037037,40.92316794932989
19028,"Delhi Public School, R.K. Puram",6,Science,"Definition or description of scientific terms, organisms or materials",50,2025,44.4444483796,48.949559802969254
19028,"Delhi Public School, R.K. Puram",6,Science,Integrating different concepts or information for decision making,50,2025,35.7060212963,44.32154514576571
19028,"Delhi Public School, R.K. Puram",6,Science,Analysis of information to identify trends or properties,50,2025,41.5740814815,44.45665622902214
19028,"Delhi Public School, R.K. Puram",6,Science,Recollection or recognition of science facts and concepts,50,2025,46.5740638889,46.936866352338654
19028,"Delhi Public School, R.K. Puram",6,Science,Advanced or complex data representation or interpretation,50,2025,26.2345641204,45.20429550418287
19028,"Delhi Public School, R.K. Puram",7,English,"Identifies synonyms, antonyms and other words",50,2025,39.611863242,45.571440442235726
19028,"Delhi Public School, R.K. Puram",7,English,Knows punctuation and sentence formation,50,2025,38.4132392694,44.71726830526468
19028,"Delhi Public School, R.K. Puram",7,English,Understands the usage of grammar concepts,50,2025,46.3977824201,47.54166099895205
19028,"Delhi Public School, R.K. Puram",7,English,Infers using contextual clues and prior knowledge,50,2025,50.6849326484,47.19422491644009
19028,"Delhi Public School, R.K. Puram",7,English,Deduces word meanings from contextual clues,50,2025,50.1630762557,46.314596394767776
19028,"Delhi Public School, R.K. Puram",7,English,Identifies and recalls direct facts in the passage,50,2025,44.1291474886,49.13431562052814
19028,"Delhi Public School, R.K. Puram",7,English,"Understands idioms, proverbs and figures of speech",50,2025,42.1613184932,44.20792998757246
19028,"Delhi Public School, R.K. Puram",7,English,Understands organisation and context of the passage,50,2025,52.5114143836,45.933376348338115
19028,"Delhi Public School, R.K. Puram",7,English,Analyses characters and situations,50,2025,41.461176484,48.4924918490759
19028,"Delhi Public School, R.K. Puram",7,English,"Registers moods, tones and emotions",50,2025,49.5433714612,47.75391217598828
19028,"Delhi Public School, R.K. Puram",7,English,Identifies the main idea and purpose of the passage,50,2025,52.1309050228,47.582831521585085
19028,"Delhi Public School, R.K. Puram",7,Maths,Algebra: concepts and applications,50,2025,47.0319559361,42.434414451544825
19028,"Delhi Public School, R.K. Puram",7,Maths,"Number sense, related competency and computation skills",50,2025,43.2420123288,42.7170242763218
19028,"Delhi Public School, R.K. Puram",7,Maths,Integers: concepts and applications,50,2025,59.8173522831,48.926129605407695
19028,"Delhi Public School, R.K. Puram",7,Maths,Factors and multiples,50,2025,25.1902365297,41.53288335186065
19028,"Delhi Public School, R.K. Puram",7,Maths,Problem solving: advanced or challenging problems,50,2025,36.5753406393,37.40843669052444
19028,"Delhi Public School, R.K. Puram",7,Maths,Applications in daily life: word/visual problems,50,2025,34.4292221461,39.63939630855037
19028,"Delhi Public School, R.K. Puram",7,Maths,"Mensuration: area and perimeter; concepts, computation",50,2025,36.71233379,37.24721472090916
19028,"Delhi Public School, R.K. Puram",7,Maths,"Fractions, decimals and ratios: concepts and applications",50,2025,51.9634773973,40.08854622025632
19028,"Delhi Public School, R.K. Puram",7,Maths,Geometry: concepts and applications,50,2025,44.2161111872,48.56385248748268
19028,"Delhi Public School, R.K. Puram",7,Maths,Measurement and data interpretation,50,2025,44.1400143836,48.524287236542115
19028,"Delhi Public School, R.K. Puram",7,Science,Advanced or complex data representation or interpretation,50,2025,27.1212106818,40.338838340069714
19028,"Delhi Public School, R.K. Puram",7,Science,"Knowledge of use of scientific instruments, tools and procedures",50,2025,44.696965,45.74843006186361
19028,"Delhi Public School, R.K. Puram",7,Science,Hypothesis formulation; design of apparatus or experiment,50,2025,31.2500025,40.42568764701093
19028,"Delhi Public School, R.K. Puram",7,Science,"Representing, relating or explaining scientific processes or observed phenomena",50,2025,59.0340863636,44.94664559700626
19028,"Delhi Public School, R.K. Puram",7,Science,"Definition or description of scientific terms, organisms or materials",50,2025,37.8787797727,43.360162887677426
19028,"Delhi Public School, R.K. Puram",7,Science,Classification/comparison of organisms/processes; giving examples,50,2025,27.8030161364,45.50114534207109
19028,"Delhi Public School, R.K. Puram",7,Science,Integrating different concepts or information for decision making,50,2025,32.7727240909,40.03253918247104
19028,"Delhi Public School, R.K. Puram",7,Science,"Extraction, translation and application of knowledge or information",50,2025,32.2272590909,40.98473917919503
19028,"Delhi Public School, R.K. Puram",7,Science,Recollection or recognition of science facts and concepts,50,2025,35.2272715909,43.88000588672366
19028,"Delhi Public School, R.K. Puram",7,Science,Analysis of information to identify trends or properties,50,2025,31.8636393182,41.35435487716802
19028,"Delhi Public School, R.K. Puram",8,English,Understands the usage of grammar concepts,50,2025,47.2287433255,48.1581688969184
19028,"Delhi Public School, R.K. Puram",8,English,"Registers moods, tones and emotions",50,2025,55.5035395785,45.02952183311057
19028,"Delhi Public School, R.K. Puram",8,English,Infers using contextual clues and prior knowledge,50,2025,57.3185039813,47.16368182337015
19028,"Delhi Public School, R.K. Puram",8,English,Identifies and recalls direct facts in the passage,50,2025,48.8123131148,52.30588240813198
19028,"Delhi Public School, R.K. Puram",8,English,"Identifies synonyms, antonyms and other words",50,2025,51.0203985948,44.919302428145116
19028,"Delhi Public School, R.K. Puram",8,English,Deduces word meanings from contextual clues,50,2025,53.8251306792,47.504000150963385
19028,"Delhi Public School, R.K. Puram",8,English,Identifies the main idea and purpose of the passage,50,2025,58.6260833724,46.28936205091433
19028,"Delhi Public School, R.K. Puram",8,English,Analyses characters and situations,50,2025,53.3957812646,47.60370053343227
19028,"Delhi Public School, R.K. Puram",8,English,Knows punctuation and sentence formation,50,2025,43.8817362998,45.49274779472903
19028,"Delhi Public School, R.K. Puram",8,English,"Understands idioms, proverbs and figures of speech",50,2025,53.1616112412,45.15565929408451
19028,"Delhi Public School, R.K. Puram",8,English,Understands organisation and context of the passage,50,2025,50.7728395785,44.9179012709421
19028,"Delhi Public School, R.K. Puram",8,Maths,Algebra: concepts and applications,50,2025,39.6729081776,42.891727920436146
19028,"Delhi Public School, R.K. Puram",8,Maths,"Integers and rational numbers, powers and bases",50,2025,29.2056063084,42.47454561238405
19028,"Delhi Public School, R.K. Puram",8,Maths,Mensuration: area and perimeter; volume,50,2025,27.663546028,36.47058533121148
19028,"Delhi Public School, R.K. Puram",8,Maths,"Fractions, decimals, ratios and percentages: applications",50,2025,42.9906490654,43.49246008447583
19028,"Delhi Public School, R.K. Puram",8,Maths,Geometry: concepts and applications,50,2025,37.0327077103,40.33998801110653
19028,"Delhi Public School, R.K. Puram",8,Maths,Applications in daily life: word/visual problems,50,2025,35.0000018692,41.55454002931388
19028,"Delhi Public School, R.K. Puram",8,Maths,Problem solving: advanced or challenging problems,50,2025,34.1588792056,37.84951486612606
