CONTAINER_ID,CONTENT_ID,QNO,ORGANISATION_NAME,ORGANISATION_CITY,SCHOOL_ID,CLASS,SUBJECT_ID,CORRECT_ANSWER,SKILL_ID,SKILL_NAME,TOTAL_STUDENTS,PERCENTAGE_SELECTING_1,PERCENTAGE_SELECTING_2,PERCENTAGE_SELECTING_3,PERCENTAGE_SELECTING_4,PERCENTAGE_SKIPPED,PERCENTAGE_INVALID,NATIONAL_AVG_PERFORMANCE,NATIONAL_OPTION_STATS,NATIONAL_TOTAL_STUDENTS
A000826,Q71358,2,"Delhi Public School, Sector-30, Noida","Sector 30NoidaSector 30,Noida,Uttar Pradesh",5018233,5,3,4,S00090,Analysis of information to identify trends or properties,343,12.5364,3.207,4.6647,79.3003,0.2915,0.0,0.679596,"{
  ""1"": 2818,
  ""2"": 1689,
  ""3"": 704,
  ""4"": 11248,
  ""invalid selection"": 43,
  ""skip"": 49
}",16551
A000826,Q71358,2,"Delhi Public School, Vasant Kunj","Sector - C, Pocket -5Vasant KunjSector - C, Pocket -5, Vasant Kunj,,Delhi,Delhi",353776,5,3,4,S00090,Analysis of information to identify trends or properties,266,11.6541,5.2632,1.5038,81.203,0.3759,0.0,0.679596,"{
  ""1"": 2818,
  ""2"": 1689,
  ""3"": 704,
  ""4"": 11248,
  ""invalid selection"": 43,
  ""skip"": 49
}",16551
A000826,Q134891,3,"Delhi Public School, Bulandshahr","NH 91, Phase 2, YamunapuramBulandshahrYamunapuram,,Bulandshahr,Uttar Pradesh",3254316,5,3,2,S00097,Integrating different concepts or information for decision making,309,12.945,66.6667,4.2071,15.534,0.3236,0.3236,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Faridabad","Sector 19, Mathura Road,FaridabadSector 19, Mathura Road,,Faridabad,Haryana",234775,5,3,2,S00097,Integrating different concepts or information for decision making,345,10.4348,69.5652,6.6667,12.7536,0.2899,0.2899,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Greater Noida","Sector Gamma-II, Dist. Gautam Budh Nagar.Gautam Budh NagarSector Gamma-II, Dist. Gautam Budh Nagar.,Greater Noida,Uttar Pradesh",265162,5,3,2,S00097,Integrating different concepts or information for decision making,371,8.3558,80.8625,6.7385,3.7736,0.0,0.2695,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Knowledge Park -V","DPS, Knowledge Park -V Plot No 224 & 228 Knowledge Park-V, DPSS HRDC, (Opp. Major Rohit Chowk), Greater Noida (west) U.P. Pin: 201306",5016187,5,3,2,S00097,Integrating different concepts or information for decision making,337,12.4629,74.7774,2.6706,9.4955,0.0,0.5935,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Mathura Road","Mathura Road,Sunder Nagar, ,New DelhiMathura Road, Sunder Nagar, ,New Delhi,Delhi - 110003,New Delhi,Delhi",2449,5,3,2,S00097,Integrating different concepts or information for decision making,336,11.6071,65.4762,9.5238,13.0952,0.2976,0.0,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Navi Mumbai","Palm Beach RoadSector - 52 NerulPalm Beach Road Sector - 52 Nerul,Navi Mumbai,Maharashtra",5018234,5,3,2,S00097,Integrating different concepts or information for decision making,309,11.6505,74.4337,4.2071,8.4142,0.9709,0.3236,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, R.K. Puram","Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022New Delhi,Delhi - 110022Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022,New Delhi,DELHI",19028,5,3,2,S00097,Integrating different concepts or information for decision making,414,12.5604,65.7005,4.1063,16.1836,0.4831,0.9662,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Rohini","Sector-24, Phase III, Rohini,Rohini, Sector-24, Phase III, Rohini, New Delhi-110085,Delhi,Delhi",5014895,5,3,2,S00097,Integrating different concepts or information for decision making,190,14.2105,73.6842,5.2632,6.8421,0.0,0.0,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Sec 122","Sector 122, Block CNoidaSector 122, Block C,Noida,Uttar Pradesh",5017383,5,3,2,S00097,Integrating different concepts or information for decision making,125,16.0,64.0,8.0,12.0,0.0,0.0,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Sector-30, Noida","Sector 30NoidaSector 30,Noida,Uttar Pradesh",5018233,5,3,2,S00097,Integrating different concepts or information for decision making,343,9.9125,78.7172,4.0816,6.7055,0.5831,0.0,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q134891,3,"Delhi Public School, Vasant Kunj","Sector - C, Pocket -5Vasant KunjSector - C, Pocket -5, Vasant Kunj,,Delhi,Delhi",353776,5,3,2,S00097,Integrating different concepts or information for decision making,266,5.2632,86.4662,4.5113,3.0075,0.3759,0.3759,0.67863,"{
  ""1"": 2226,
  ""2"": 11232,
  ""3"": 961,
  ""4"": 2022,
  ""invalid selection"": 43,
  ""skip"": 67
}",16551
A000826,Q70529,4,"Delhi Public School, Bulandshahr","NH 91, Phase 2, YamunapuramBulandshahrYamunapuram,,Bulandshahr,Uttar Pradesh",3254316,5,3,3,S00099,Recollection or recognition of science facts and concepts,309,22.0065,27.5081,30.0971,20.0647,0.0,0.3236,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Faridabad","Sector 19, Mathura Road,FaridabadSector 19, Mathura Road,,Faridabad,Haryana",234775,5,3,3,S00099,Recollection or recognition of science facts and concepts,345,17.6812,11.0145,55.6522,12.4638,0.5797,2.6087,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Greater Noida","Sector Gamma-II, Dist. Gautam Budh Nagar.Gautam Budh NagarSector Gamma-II, Dist. Gautam Budh Nagar.,Greater Noida,Uttar Pradesh",265162,5,3,3,S00099,Recollection or recognition of science facts and concepts,371,22.372,27.4933,34.7709,15.3639,0.0,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Knowledge Park -V","DPS, Knowledge Park -V Plot No 224 & 228 Knowledge Park-V, DPSS HRDC, (Opp. Major Rohit Chowk), Greater Noida (west) U.P. Pin: 201306",5016187,5,3,3,S00099,Recollection or recognition of science facts and concepts,337,23.7389,21.365,39.7626,14.2433,0.2967,0.5935,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Mathura Road","Mathura Road,Sunder Nagar, ,New DelhiMathura Road, Sunder Nagar, ,New Delhi,Delhi - 110003,New Delhi,Delhi",2449,5,3,3,S00099,Recollection or recognition of science facts and concepts,336,18.75,13.9881,53.5714,13.0952,0.5952,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Navi Mumbai","Palm Beach RoadSector - 52 NerulPalm Beach Road Sector - 52 Nerul,Navi Mumbai,Maharashtra",5018234,5,3,3,S00099,Recollection or recognition of science facts and concepts,309,26.5372,22.9773,33.657,15.2104,1.2945,0.3236,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, R.K. Puram","Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022New Delhi,Delhi - 110022Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022,New Delhi,DELHI",19028,5,3,3,S00099,Recollection or recognition of science facts and concepts,414,16.6667,21.7391,44.4444,15.942,0.4831,0.7246,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Rohini","Sector-24, Phase III, Rohini,Rohini, Sector-24, Phase III, Rohini, New Delhi-110085,Delhi,Delhi",5014895,5,3,3,S00099,Recollection or recognition of science facts and concepts,190,20.5263,27.3684,34.2105,17.3684,0.5263,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Sec 122","Sector 122, Block CNoidaSector 122, Block C,Noida,Uttar Pradesh",5017383,5,3,3,S00099,Recollection or recognition of science facts and concepts,125,23.2,22.4,38.4,15.2,0.8,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Sector-30, Noida","Sector 30NoidaSector 30,Noida,Uttar Pradesh",5018233,5,3,3,S00099,Recollection or recognition of science facts and concepts,343,26.2391,23.0321,34.9854,15.4519,0.2915,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q70529,4,"Delhi Public School, Vasant Kunj","Sector - C, Pocket -5Vasant KunjSector - C, Pocket -5, Vasant Kunj,,Delhi,Delhi",353776,5,3,3,S00099,Recollection or recognition of science facts and concepts,266,5.6391,9.0226,77.4436,7.8947,0.0,0.0,0.412906,"{
  ""1"": 3540,
  ""2"": 3431,
  ""3"": 6834,
  ""4"": 2604,
  ""invalid selection"": 46,
  ""skip"": 96
}",16551
A000826,Q206234,5,"Delhi Public School, Bulandshahr","NH 91, Phase 2, YamunapuramBulandshahrYamunapuram,,Bulandshahr,Uttar Pradesh",3254316,5,3,3,S00090,Analysis of information to identify trends or properties,309,1.9417,7.1197,85.7605,4.5307,0.6472,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Faridabad","Sector 19, Mathura Road,FaridabadSector 19, Mathura Road,,Faridabad,Haryana",234775,5,3,3,S00090,Analysis of information to identify trends or properties,345,1.7391,2.029,93.913,1.4493,0.2899,0.5797,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Greater Noida","Sector Gamma-II, Dist. Gautam Budh Nagar.Gautam Budh NagarSector Gamma-II, Dist. Gautam Budh Nagar.,Greater Noida,Uttar Pradesh",265162,5,3,3,S00090,Analysis of information to identify trends or properties,371,0.8086,2.965,95.6873,0.5391,0.0,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Knowledge Park -V","DPS, Knowledge Park -V Plot No 224 & 228 Knowledge Park-V, DPSS HRDC, (Opp. Major Rohit Chowk), Greater Noida (west) U.P. Pin: 201306",5016187,5,3,3,S00090,Analysis of information to identify trends or properties,337,0.2967,2.3739,96.1424,1.1869,0.0,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Mathura Road","Mathura Road,Sunder Nagar, ,New DelhiMathura Road, Sunder Nagar, ,New Delhi,Delhi - 110003,New Delhi,Delhi",2449,5,3,3,S00090,Analysis of information to identify trends or properties,336,2.0833,6.25,87.7976,2.6786,0.5952,0.5952,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Navi Mumbai","Palm Beach RoadSector - 52 NerulPalm Beach Road Sector - 52 Nerul,Navi Mumbai,Maharashtra",5018234,5,3,3,S00090,Analysis of information to identify trends or properties,309,1.2945,4.2071,91.2621,2.9126,0.3236,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, R.K. Puram","Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022New Delhi,Delhi - 110022Sector-XII, R.K. Puram, ,New Delhi,Delhi - 110022,New Delhi,DELHI",19028,5,3,3,S00090,Analysis of information to identify trends or properties,414,2.657,5.0725,87.6812,4.1063,0.2415,0.2415,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Rohini","Sector-24, Phase III, Rohini,Rohini, Sector-24, Phase III, Rohini, New Delhi-110085,Delhi,Delhi",5014895,5,3,3,S00090,Analysis of information to identify trends or properties,190,3.6842,4.2105,87.8947,3.6842,0.5263,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Sec 122","Sector 122, Block CNoidaSector 122, Block C,Noida,Uttar Pradesh",5017383,5,3,3,S00090,Analysis of information to identify trends or properties,125,6.4,5.6,88.0,0.0,0.0,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Sector-30, Noida","Sector 30NoidaSector 30,Noida,Uttar Pradesh",5018233,5,3,3,S00090,Analysis of information to identify trends or properties,343,1.4577,1.4577,95.0437,1.7493,0.2915,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q206234,5,"Delhi Public School, Vasant Kunj","Sector - C, Pocket -5Vasant KunjSector - C, Pocket -5, Vasant Kunj,,Delhi,Delhi",353776,5,3,3,S00090,Analysis of information to identify trends or properties,266,0.3759,1.8797,96.9925,0.7519,0.0,0.0,0.894145,"{
  ""1"": 446,
  ""2"": 787,
  ""3"": 14799,
  ""4"": 448,
  ""invalid selection"": 25,
  ""skip"": 46
}",16551
A000826,Q104122,6,"Delhi Public School, Bulandshahr","NH 91, Phase 2, YamunapuramBulandshahrYamunapuram,,Bulandshahr,Uttar Pradesh",3254316,5,3,3,S00098,"Knowledge of use of scientific instruments, tools and procedures",309,4.5307,2.2654,74.7573,18.123,0.0,0.3236,0.818802,"{
  ""1"": 597,
  ""2"": 429,
  ""3"": 13552,
  ""4"": 1888,
  ""invalid selection"": 37,
  ""skip"": 48
}",16551
A000826,Q104122,6,"Delhi Public School, Faridabad","Sector 19, Mathura Road,FaridabadSector 19, Mathura Road,,Faridabad,Haryana",234775,5,3,3,S00098,"Knowledge of use of scientific instruments, tools and procedures",345,1.4493,1.4493,90.1449,5.7971,0.2899,0.8696,0.818802,"{
  ""1"": 597,
  ""2"": 429,
  ""3"": 13552,
  ""4"": 1888,
  ""invalid selection"": 37,
  ""skip"": 48
}",16551
A000826,Q104122,6,"Delhi Public School, Greater Noida","Sector Gamma-II, Dist. Gautam Budh Nagar.Gautam Budh NagarSector Gamma-II, Dist. Gautam Budh Nagar.,Greater Noida,Uttar Pradesh",265162,5,3,3,S00098,"Knowledge of use of scientific instruments, tools and procedures",371,1.3477,1.3477,88.1402,9.1644,0.0,0.0,0.818802,"{
  ""1"": 597,
  ""2"": 429,
  ""3"": 13552,
  ""4"": 1888,
  ""invalid selection"": 37,
  ""skip"": 48
}",16551
A000826,Q104122,6,"Delhi Public School, Knowledge Park -V","DPS, Knowledge Park -V Plot No 224 & 228 Knowledge Park-V, DPSS HRDC, (Opp. Major Rohit Chowk), Greater Noida (west) U.P. Pin: 201306",5016187,5,3,3,S00098,"Knowledge of use of scientific instruments, tools and procedures",337,1.4837,0.0,88.1306,10.3858,0.0,0.0,0.818802,"{
  ""1"": 597,
  ""2"": 429,
  ""3"": 13552,
  ""4"": 1888,
  ""invalid selection"": 37,
  ""skip"": 48
}",16551
